audience1,audience2,audience3,audience4,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,contributor3id,contributor3name,contributor3role,contributor4id,contributor4name,contributor4role,creator1id,creator1name,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,resourceIdentifier1,resourceIdentifier2,source1,source2,subject10key,subject10value,subject11key,subject11value,subject12key,subject12value,subject13key,subject13value,subject14key,subject14value,subject15key,subject15value,subject16key,subject16value,subject17key,subject17value,subject18key,subject18value,subject19key,subject19value,subject1key,subject1value,subject20key,subject20value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,subject6key,subject6value,subject7key,subject7value,subject8key,subject8value,subject9key,subject9value,title1
,,,,,,,,,,,,,,,,2013382,MARIA DE LAS MERCEDES DE VEGA ARMIJO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1997,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1v53jz17d,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los dilemas de la organización autónoma: Zacatecas 1808-1835
,,,,,,,,,,,,,,,,2013985,ENRIQUE ALBERTO FLORES ESQUIVEL,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/cj82k864q,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La imagen desollada: una lectura del Segundo sueño
,,,,,,,,,,,,,,,,2002015,LUISA IRENE FONTE ZARABOZO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/2v23vv635,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Cuba 1906-1921: versiones de la nación en el discurso periodístico
,,,,,,,,,,,,,,,,2120465,LILIA LETICIA GARCIA PEÑA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/st74cr757,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Intertextualidad e historia en Palinuro de México
,,,,,,,,,,,,,,,,2287185,ULISES GRANADOS QUIROZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/8g84mn48t,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Las Islas Spratlys: importancia geo-estratégica para la seguridad nacional de la República Popular China al final del siglo XX
,,,,,,,,,,,,,,,,2015454,AMERICA MOLINA DEL VILLAR,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/0k225c233,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La propagación del matlazahuatl: espacio y sociedad en la Nueva España 1736-1746
,,,,,,,,,,,,,,,,2016571,MARTHA ELENA MUNGUIA ZATARAIN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pn89d766p,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Hacia una poética del cuento hispanoamericano
,,,,,,,,,,,,,,,,2014625,JOSE MARCOS ORTEGA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/js956g96h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Estudio neurolingüístico de procesos léxicos: potenciales relacionados a eventos de mapeo eléctrico cerebral
,,,,,,,,,,,,,,,,2016462,ERIKA GABRIELA PANI BANO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/gq67js45c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Para nacionalizar el segundo imperio: el imaginario político de los imperialistas
,,,,,,,,,,,,,,,,2014978,JOSE ANTONIO SERRANO ORTEGA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,1998,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/nc580n96s,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Votos contribuciones y milicias en Guanajuato 1810-1836
,,,,,,,,,,,,,,,,2214478,MARIA DEL CARMEN ALVAREZ LOBATO,,eng,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/xd07gv08h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La oralidad escrita en José Trigo de Fernando del Paso: memoria y poesía
,,,,,,,,,,,,,,,,2122798,RODRIGO BAZAN BONFIL,,eng,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6682x509w,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Hacia una estética del horror en romances violentos: de la fábula bíblica en romances tradicionales al suceso en pliegos de cordel
,,,,,,,,,,,,,,,,2019427,DIANA BIRRICHAGA GARDIDA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/mg74qn614,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Administración de tierras y bienes comunales: política organización territorial y comunidad de los pueblos de Texcoco 1812-1857
,,,,,,,,,,,,,,,,3023449,Jackeline Bucio Garcia,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1831cm19c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El espíritu vengativo de la dama de Rokujo en el Genji monogatari de Murasaki Shikibu
,,,,,,,,,,,,,,,,2011843,YSLA CAMPBELL MANJARREZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/xd07gv09s,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La vida es sueño a la luz de la tradición neoestoico-tacitista
,,,,,,,,,,,,,,,,941677,GENOVEVA CASTRO MEAGHER,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/4t64gp45v,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Análisis de la concepción de la femineidad en la literatura de la India: Radha y Sita
,,,,,,,,,,,,,,,,2019527,JOSE CARLOS CASTAÑEDA REYES,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/2514nm818,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,El papel de la mujer en la historia social del Egipto antiguo
,,,,,,,,,,,,,,,,2121828,DONAJI CUELLAR ESCAMILLA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/dz010r38z,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El modelo Serrana: libro de buen amor romancero leyenda y teatro del siglo de oro
,,,,,,,,,,,,,,,,2178684,KARINA HESS ZIMMERMANN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/dz010r397,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El desarrollo lingüístico en los años escolares: análisis de narraciones infantiles
,,,,,,,,,,,,,,,,2122979,GABRIEL ENRIQUE LINARES GONZALEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6682x510n,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Un juego con espejos que se desplazan: un análisis de los monólogos dramáticos de Jorge Luis Borges
,,,,,,,,,,,,,,,,2120610,ALFONSO MEDINA URREA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/s4655h808,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Investigación cuantitativa de afijos y clíticos del español de México: glutinometría en el corpus del español mexicano contemporáneo
,,,,,,,,,,,,,,,,838928,GERMANI ADRIAN MUÑOZ OSORIO,,eng,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/8336h3234,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los ecos de Vac o la Viña de Sarasvati: la diosa de la palabra y la evolución de un culto
,,,,,,,,,,,,,,,,2010277,RAFAEL OLEA FRANCO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/wh246t40n,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La literatura fantástica en México: Roa Bárcena Fuentes y Pacheco
,,,,,,,,,,,,,,,,2120769,RAMONA ISABEL PEREZ BERTRUY,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/3n2040590,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Parques y jardines públicos de la Ciudad de México 1881-1911
,,,,,,,,,,,,,,,,2011319,SAUL JERONIMO ROMERO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/xk81jm707,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Grupos de poder legitimidad y representación política Sonora 1770-1911
,,,,,,,,,,,,,,,,3023613,Martha Elena Venier,,eng,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2003,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6108vc29x,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Edición crítica del tratado: Sitio naturaleza y propiedades de la ciudad de México- de Diego Cisneros 1618___
,,,,,,,,,,,,,,,,2123144,BEATRIZ ALCUBIERRE MOYA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/g158bj50d,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Infancia lectura y recreación: una historia de las publicaciones para niños en el siglo XIX mexicano
,,,,,,,,,,,,,,,,2287216,PAULINA AROCH FUGELLIE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/s1784m92t,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Mabepari wa venisi: traducción en un contexto (post)colonial
,,,,,,,,,,,,,,,,2075977,ISRAEL ARROYO GARCIA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/8c97kr860,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La arquitectura del estado mexicano: formas de gobierno representación política y ciudadanía 1821-1857
,,,,,,,,,,,,,,,,946261,ESTEBAN GARCIA BROSSEAU,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/7d278v187,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El rey entre la materia y la idea: reflexiones encontradas sobre la relación del rey con la religión y lo sagrado en la India antigua
,,,,,,,,,,,,,,,,967151,LAURETTE GODINAS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/6h440t889,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Tipología y función de las autoridades en los Proverbios de Séneca de Pero Díaz de Toledo en la tradición de los manuales para la formación del principe
,,,,,,,,,,,,,,,,3023474,Lourdes Patricia Iñiguez Torres,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pv63g160h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Literatura islámica de viajes: la Rihla de Ibn Battuta y su percepción del otro : una lectura entre el humanismo islámico y la cosmovisión tradicional islámica
,,,,,,,,,,,,,,,,2170883,XICOTENCATL OCTAVIO MARTINEZ RUIZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/p5547s56x,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Un universo no-fragmentado: el concepto del spanda en la filosofía de Abhinavagupta
,,,,,,,,,,,,,,,,2179395,MAYULI MORALES FAEDO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/c821gk847,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La estructura del desengaño en la noche oscura del niño Avilés de Edgardo Rodríguez Juliá
,,,,,,,,,,,,,,,,3023609,Alexandra Pita González,,eng,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/v118rf912,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Intelectuales integración e identidad regional: la Unión Latino Americana y el Boletín Renovación 1922-1930
,,,,,,,,,,,,,,,,3023603,Mario Rufer,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1c18dh162,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,,,,,,,,,,,,,Pasados repasados: esclavitud nación y destino en el imaginario histórico poscolonial de Africa Occidental (Dahomey)
,,,,,,,,,,,,,,,,2122373,MARCO ANTONIO SAMANIEGO LOPEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/r781wh500,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Ríos internacionales entre México y Estados Unidos: los tratados de 1906 y 1944
,,,,,,,,,,,,,,,,2120478,CELIA MARIA ZAMUDIO MESA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2004,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/td96k3726,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El papel de la escritura alfabética en la construcción del dato oral
,,,,,,,,,,,,,,,,824128,ROGER MARIO BARBOSA CRUZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/v118rf92b,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El trabajo en la calle: subsistencia y negociación política en la ciudad de México a comienzos del siglo XX
,,,,,,,,,,,,,,,,2179152,URSULA CAMBA LUDLOW,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/js956g97s,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Imaginarios ambiguos realidades contradictorias: conductas y representaciones de los negros y mulatos novohispanos siglos XVI-XVII
,,,,,,,,,,,,,,,,920579,ELKA MARGARITA CORREA CALLEJA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/jq085m17v,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Romanticismo y orientalismo: viajeros en Egipto durante el reinado de Mohammed Alí 1805-1848
,,,,,,,,,,,,,,,,2021640,GERARDO GONZALEZ REYES,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/qf85nc604,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Pueblos y comunidades de indios en la vertiente sur del Chicnahuitecatl siglos XV-XVIII
,,,,,,,,,,,,,,,,2079260,MARIA GARCIA ACOSTA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/qr46r206b,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Crisis familiar patrimonios y cultura material: Guanajuato del virreinato a la nación
,,,,,,,,,,,,,,,,2202749,JAVIER MAC GREGOR CAMPUZANO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/ms35t9694,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Partidos nacionales y programas políticos en México 1918-1928
,,,,,,,,,,,,,,,,2201271,JESUS EDGAR MENDOZA GARCIA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/2514nm843,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Poder político y económico de los pueblos chocholtecos de Oaxaca: municipios cofradías y tierras comunales 1825-1890
,,,,,,,,,,,,,,,,2201790,ESTELA ROSELLO SOBERON,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/7h149r20h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Así en la tierra como en el cielo: manifestaciones cotidianas de la culpa y el perdón en la Nueva España de los siglos XVI y XVII
,,,,,,,,,,,,,,,,3023434,Juan Emilio Sánchez Menéndez,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2005,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/cz30pt91g,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los celos en el teatro de los siglos de oro: voces masculinas y femeninas
,,,,,,,,,,,,,,,,2287550,YISSEL ARCE PADRON,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2006,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/8w32r679v,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,La representación de conflictos sociales en el arte contemporáneo de Zimbabwe
