Title,File Name,Repo_name,creator,identifier,Date,language_correcto,Grado,Centro,Programa,Publisher,Subject Conacyt,Subject Conacyt 2,Tema - Especialización,Subject,Audience 1,Audience 2
Las desigualdades interregionales en México,1986_ramirez_md.pdf,1986_ramirez_md.pdf,"Ramírez Cruz, María Delfina",400,1986,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,México,Researchers,Students
"Grupos económicos, empresas multimercado de capital privado nacional: estructura y estrategias",1989_reyes_le.pdf,1989_reyes_le.pdf,"Reyes de la Torre, Luz Elena",402,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Capitalismo,Researchers,Students
"Elementos para la definición de la región del Soconusco, frontera sur, Chiapas",1988_damian_a.pdf,1988_damian_a.pdf,"Damián, Araceli",403,1988,,Maestro en Desarrollo Urbano,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Migración interna,Researchers,Students
Los Samkhyas preclásicos,1991_palma_d.pdf,1991_palma_d.pdf,"Palma, Daniel César De",406,1991,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,,India,Filosofía hindú,Researchers,Students
Estimación de funciones de costo para la economía mexicana,1992_islas_li.pdf,1992_islas_li.pdf,"Islas Tapia, Luis Ignacio",408,1992,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Econometría,Researchers,Students
Perfil sociodemográfico del área metropolitana de Asunción-Paraguay en la década de los ochenta,1993_ferreira_rl.pdf,1993_ferreira_rl.pdf,"Ferreira Giménez, Rosa Lina",418,1993,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Asunción (Area metropolitana),Researchers,Students
El consumo objetivo como determinante de la oferta de trabajo de la familia,1989_guerra_ah.pdf,1989_guerra_ah.pdf,"Guerra de Luna, Alfonso H.",420,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Consumo (Economía política),Researchers,Students
Mercado periférico de suelo urbano: valorización del suelo y fijación de precios,2012_gomez_r.pdf,2012_gomez_r.pdf,"Gómez Hernández, Roberto",421,2012,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Bienes raíces,Researchers,Students
El impacto de la apertura comercial en la formación de precios internos: el caso de México,1989_gonzalez_pa.pdf,1989_gonzalez_pa.pdf,"González Hernández, Pedro Adalberto",423,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Precios,Researchers,Students
Efectividad del gasto en fiscalización y de los castigos (multas) en el combate a la evasión: un modelo dinámico,1989_parizot_m.pdf,1989_parizot_m.pdf,"Parizot Murillo, Marcelo",425,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Impuestos,Researchers,Students
El origen del estado y de la civilizacion en China: el caso de la Dinastía Xia,1991_wiesheu_wm.pdf,1991_wiesheu_wm.pdf,"Wiesheu Forster, Walburga Maria",427,1991,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,5,China,China,Researchers,Students
Los microfundamentos del modelo de acelerador flexible de la inversión,1989_jimenez_a.pdf,1989_jimenez_a.pdf,"Jiménez Gómez, Adrián",430,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Econometría,Researchers,Students
Siria: la transformación de la minoría Alawi como dominante y sus efectos en el proceso político (1966-1985),1988_garcia_na.pdf,1988_garcia_na.pdf,"García Gómez, Nubia Amparo",431,1988,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Africa,Alawi (Comunidad),Researchers,Students
La contaminación atmosférica en la Ciudad de México: 1972-1978,1986_diaz_mm.pdf,1986_diaz_mm.pdf,"Díaz Burley, Marie Minette",432,1986,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Contaminación,Researchers,Students
Un modelo de desequilibrio para la economía mexicana,1989_garces_dg.pdf,1989_garces_dg.pdf,"Garcés Díaz, Daniel Guillermo",433,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Econometría,Researchers,Students
El derecho a la información y la democracia televisada: el caso de la liquidación de Luz y Fuerza del Centro,2011_brambila_ja.pdf,2011_brambila_ja.pdf,"Brambila Ramírez, José Antonio",437,2011,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Luz y Fuerza del Centro (México),Researchers,Students
La industria textil y del vestido: México en el contexto del comercio internacional,1989_galicia_ml.pdf,1989_galicia_ml.pdf,"Galicia Luna, María Luisa",440,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Comercio internacional,Researchers,Students
Análisis de los determinantes de las exportaciones manufactureras,1989_negrin_jl.pdf,1989_negrin_jl.pdf,"Negrín Muñoz, José Luis",442,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Exportación e importación,Researchers,Students
Efectos de la apertura comercial en el empleo y el bienestar de México: un enfoque de equilibrio general,1989_perez_a.pdf,1989_perez_a.pdf,"Pérez Mendoza, Arturo",444,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Arancel de aduana,Researchers,Students
Algunos factores del crecimiento demográfico diferencial al interior de Lima metropolitana: 1972-1981,1987_ramos_ma.pdf,1987_ramos_ma.pdf,"Ramos Padilla, Miguel Angel",445,1987,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Demografía,Researchers,Students
Análisis de la política de precios de garantía en el sector agrícola mexicano: un enfoque de equilibrio general,1991_lerin_ra.pdf,1991_lerin_ra.pdf,"Lerin Mestas, Ramiro Alberto",447,1991,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Agricultura,Researchers,Students
"Angola y Brasil, 1500-1980: estudio de un caso en la historia de las relaciones y vinculaciones de Africa con América Latina",1985_sombra_jf.pdf,1985_sombra_jf.pdf,"Sombra Saraiva, José Flávio",449,1985,,Maestro en estudios africanos,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,,Angola,Researchers,Students
La rentabilidad de la banca múltiple en México: elementos para su análisis,1987_palencia_jr.pdf,1987_palencia_jr.pdf,"Palencia Gómez, José Ramón",450,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Bancos,Researchers,Students
Las relaciones entre capital y trabajo frente a la introducción de tecnología microelectrónica en el Japón contemporáneo,1987_dimartino_la.pdf,1987_di_martino_la.pdf,"Di Martino, Luis Alberto",451,1987,,Maestro en Estudios de Asia,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,,Industrias electrónicas,Researchers,Students
La idea oficial de la Revolución Mexicana,1969_palacios_g.pdf,1969_palacios_g.pdf,"Palacios, Guillermo",455,1969,,Maestro en Historia,Centro de Estudios Históricos,,El Colegio de México A.C.,4,,,México,Researchers,Students
El proceso de liberalización financiera en México: el comercio en servicios bancarios,1992_rodriguez_ep.pdf,1992_rodriguez_ep.pdf,"Rodríguez Islas, Elsa Patricia",457,1992,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Bancos,Researchers,Students
Población económicamente activa femenina en algunas áreas urbanas de México en 1986,1988_pacheco_me.pdf,1988_pacheco_me.pdf,"Pacheco Gómez Muñoz, Edith",458,1988,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Mujeres,Researchers,Students
El patrón de nupcialidad subyacente en la ética matrimonial católica de la iglesia novohispana,1987_pescador_jj.pdf,1987_pescador_jj.pdf,"Pescador, Juan Javier",464,1987,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Matrimonio,Researchers,Students
La evolución de las relaciones de intercambio de México: 1928-1984,1987_cisneros_ga.pdf,1987_cisneros_ga.pdf,"Cisneros González, Gloria Arlette",466,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,México,Researchers,Students
"Desarrollo agrícola y transformaciones en los patrones de poblamiento en el Norte de Sinaloa, 1950-1980",1991_bojrquez_jl.pdf,1991_bojorquez_jl.pdf,"Bojorquez Zepeda, Jorge Luis",471,1991,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Agricultura,Researchers,Students
Cambios institucionales en los mecanismos de planeación en China: 1949-1986,1987_rodriguez_mt.pdf,1987_rodriguez_mt.pdf,"Rodríguez y Rodríguez, María Teresa",473,1987,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,"China (República Popular, 1949-****)",Researchers,Students
El impacto de la penetración de importaciones en la industria mexicana,1991_nunez_a.pdf,1991_nunez_a.pdf,"Nuñez Saldaña, Albeduard",474,1991,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Exportación e importación,Researchers,Students
Un ensayo sobre la historia del movimiento de liberación en Angola,1991_camelo_as.pdf,1991_camelo_as.pdf,"Camelo Mayorga, Alba Stella",475,1991,,Maestro en Estudios de Africa Subsahariana,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,,Angola,Researchers,Students
El impuesto sobre los ingresos del capital de México en un modelo de equilibrio general,1985_ayala_ea.pdf,1985_ayala_ea.pdf,"Ayala Gaytán, Edgardo A",476,1985,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Impuestos,Researchers,Students
La variación latente en Atmospheric Disturbances de Rivka Galchen: un ejercicio de explicitación,2016_hernandez_m.pdf,2016_hernandez_m.pdf,"Hernández Cruz, Mariana",477,2016,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Galchen, Rivka",Researchers,Students
Un modelo macroeconométrico para analizar algunos aspectos de la política económica mexicana,1992_raygoza_ja.pdf,1992_raygoza_ja.pdf,"Raygoza Echeagaray, Jorge Andrés",478,1992,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Econometría,Researchers,Students
"Estimación de la oferta de manufacturas: el caso de México, 1980-1987",1989_gomez_re.pdf,1989_gomez_re.pdf,"Gómez Tagle Morales, Rafael Enrique",480,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,México,Researchers,Students
El proceso de producción del espacio en la Ciudad de San Luis Potosí: el problema de la vivienda,1989_moreno_a.pdf,1989_moreno_a.pdf,"Moreno Mata, Adrián",481,1989,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Urbanización,Researchers,Students
"Precios, tasas de ganancia y estructuras de mercado en México, 1980",1989_castro_a.pdf,1989_castro_a.pdf,"Castro Pérez, Agustín",485,1989,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,"Mercado, Investigación del",Researchers,Students
"Alcances y límites de la participación privada en la gestión del agua en el Distrito Federal: una evaluación de 12 años, 1990-2002",2005_cevallos_a.pdf,2005_cevallos_a.pdf,"Cevallos de la Mora, Andrés",486,2005,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Abastecimiento de agua,Researchers,Students
"Las debilidades del poder japonés: el conflicto burocrático en la política exterior de Japón, estudio de caso de la Asistencia Oficial al Desarrollo (AOD)",1992_mateos_s.pdf,1992_mateos_s.pdf,"Mateos Cibrián, Santiago",487,1992,,Maestro,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,,Japón,Asistencia económica japonesa,Researchers,Students
Las organizaciones vecinales y las políticas habitacionales después de los sismos: el caso del Programa de Renovación Habitacional,1989_ortega_e.pdf,1989_ortega_e.pdf,"Ortega Valadéz, Ernesto",489,1989,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Política de vivienda,Researchers,Students
Nuevas tendencias de localización industrial en Sonora,1988_puebla_lf.pdf,1988_puebla_lf.pdf,"Puebla Gutiérrez, Luis Fernando",490,1988,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Localización industrial,Researchers,Students
"El impacto de la inversión pública en la organización espacial del estado de Guanajuato, 1970-1982. Promoción 1986-1988. Asesor: Manuel Angel Castillo",1988_herrera_jadej.pdf,1988_herrera_ja_de_j.pdf,"Herrera Bonilla, José Alejandro de Jesús",493,1988,,Maestro en Desarrollo Urbano y Regional,Centro de Estudios Demográficos y de Desarrollo,,El Colegio de México A.C.,5,,,Inversiones públicas,Researchers,Students
La función Gompertz-Makeham en la descripción y proyección de fenomenos demográficos,1991_ogaz_h.pdf,1991_ogaz_h.pdf,"Ogaz Pierce, Héctor",495,1991,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Demografía,Researchers,Students
Perspectivas para la agricultura mexicana en los albores de la década de los noventa: el caso de las frutas frescas y hortalizas,1991_escalona_jc.pdf,1991_escalona_jc.pdf,"Escalona Mendoza, Juan Carlos",497,1991,,Maestrío en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,Acuerdo General Sobre Aranceles Aduaneros y Comercio,Researchers,Students
La problemática del transporte público de pasajeros en la Zona Metropolitana de Guadalajara,1993_carrillo_s.pdf,1993_carrillo_s.pdf,"Carrillo Regalado, Salvador",498,1993,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Transporte urbano,Researchers,Students
Patrones de fecundidad en las mujeres mexicanas nacidas entre 1965 y 1999: un análisis del quantum y tempo de la fecundidad marital por cohorte y su asociación con la desigualdad social,,,"González Tello, Kira Almendra",499,2016,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,local,Researchers,Students
La población de Ozumba en 1793: un estudio de demografía histórica,1991_vera_mg.pdf,1991_vera_mg.pdf,"Vera Bolaños, Marta Guadalupe",500,1991,,Maestro en Demografía,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Fecundidad humana,Researchers,Students
"Concentración y estrategias de crecimiento industrial en México, 1900-1940",1992_marquez_g.pdf,1992_marquez_g.pdf,"Márquez Colín, Graciela",501,1992,,Maestro en Economía,Centro de Estudios Económicos,,El Colegio de México A.C.,5,,,"Industrias, Concentración de",Researchers,Students
Notas sobre la ocupación española de las Californias: una interpretación del primer impulso urbanizador del noroeste mexicano a partir de algunas fuentes históricas,1992_tamayo_j.pdf,1992_tamayo_j.pdf,"Tamayo Sánchez, Jesús",503,1992,,Maestro en Desarrollo Urbano,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Misiones,Researchers,Students
La población de una parroquia novohispana del siglo XVIII: Santa María de la Presentación de Chilapa,1991_chena_r.pdf,1991_chena_r.pdf,"Chena Rivas, Rodolfo",512,1991,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Registros eclesiásticos,Researchers,Students
La reestructuración de la industria automotriz en México y sus impactos en la estructura del empleo sectorial y regional,1993_martinez_ma.pdf,1993_martinez_ma.pdf,"Martínez Cisneros, Mario Alejandro",514,1993,,Maestro en Desarrollo Urbano,Centro de Estudios Demográficos y de Desarrollo Urbano,,El Colegio de México A.C.,5,,,Automóviles,Researchers,Students
